show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,language,imdb_score,views_millions
s7877,TV Show,Ethos (82),Director_216,"Actor_396, Actor_143",Japan,2021-11-24,2021,TV-MA,6 Seasons,Crime,Korean,6.3,0.67
s7878,Movie,Sisi (82),Director_129,"Actor_209, Actor_268, Actor_289",United Kingdom,2018-10-03,2018,PG-13,116 min,Drama,Italian,8.1,1.46
s7879,TV Show,Barbarians S2 (82),Director_53,"Actor_433, Actor_218, Actor_428",Spain,2017-06-17,2017,TV-MA,4 Seasons,Comedy,Korean,6.6,0.76
s7880,TV Show,Quicksand (82),Director_196,"Actor_480, Actor_463, Actor_37",South Korea,2019-08-07,2019,R,5 Seasons,Sci-Fi,Spanish,6.1,0.24
s7881,TV Show,Lilyhammer (82),Director_119,"Actor_421, Actor_420, Actor_26, Actor_29",United States,2021-06-10,2021,TV-14,3 Seasons,Animation,English,6.8,5.01
s7882,Movie,Norsemen (82),Director_189,"Actor_412, Actor_321",United States,2018-08-16,2018,TV-MA,104 min,Thriller,Spanish,5.7,4.68
s7883,TV Show,Home for Christmas (82),Director_211,"Actor_222, Actor_101, Actor_136, Actor_97, Actor_302",United States,2021-08-11,2021,PG-13,4 Seasons,Reality,Turkish,5.6,3.4
s7884,Movie,Ragnarok (82),Director_163,"Actor_71, Actor_157",Italy,2021-04-11,2021,TV-MA,92 min,Documentary,English,7.6,0.5
s7885,TV Show,Beforeigners (82),Director_228,"Actor_392, Actor_171, Actor_245, Actor_277",France,2019-04-04,2019,PG-13,2 Seasons,Romance,English,7.8,0.45
s7886,TV Show,Stranger Things (83),Director_85,"Actor_56, Actor_213, Actor_38",Norway,2021-05-12,2021,TV-MA,7 Seasons,Horror,English,8.8,3.18
s7887,Movie,Ozark (83),Director_257,"Actor_214, Actor_11",Spain,2023-09-15,2023,R,74 min,Thriller,Japanese,8.0,11.9
s7888,TV Show,The Crown (83),Director_294,"Actor_355, Actor_444",Germany,2019-10-27,2019,G,6 Seasons,Horror,German,6.8,0.12
s7889,Movie,Bridgerton (83),Director_134,"Actor_454, Actor_310, Actor_45",United States,2019-11-04,2019,TV-MA,97 min,Thriller,Korean,7.0,0.41
s7890,Movie,Squid Game (83),Director_276,"Actor_418, Actor_26, Actor_13",South Korea,2020-12-28,2020,PG,117 min,Reality,English,6.5,0.57
s7891,TV Show,Money Heist (83),Director_90,"Actor_277, Actor_345, Actor_26, Actor_124",United States,2022-05-22,2022,PG-13,5 Seasons,Action,Hindi,6.7,0.34
s7892,Movie,Dark (83),Director_73,"Actor_255, Actor_73, Actor_492, Actor_201",Canada,2020-03-23,2020,R,110 min,Fantasy,Spanish,6.0,0.26
s7893,TV Show,Lupin (83),Director_30,"Actor_252, Actor_77",Turkey,2018-01-25,2018,TV-MA,6 Seasons,Animation,German,6.5,0.39
s7894,TV Show,Emily in Paris (83),Director_90,"Actor_456, Actor_213",Turkey,2022-04-14,2022,PG-13,5 Seasons,Horror,German,5.5,5.92
s7895,TV Show,Narcos (83),Director_118,"Actor_300, Actor_413, Actor_393, Actor_350",United States,2020-05-23,2020,TV-MA,2 Seasons,Comedy,Japanese,6.1,4.2
s7896,Movie,Mindhunter (83),Director_255,"Actor_362, Actor_25",United States,2021-02-08,2021,TV-MA,99 min,Crime,German,7.7,1.69
s7897,Movie,Witcher (83),Director_73,"Actor_336, Actor_208, Actor_477, Actor_91",Italy,2022-07-27,2022,R,115 min,Thriller,English,6.2,2.57
s7898,TV Show,Cobra Kai (83),Director_64,"Actor_168, Actor_29, Actor_379, Actor_400",United States,2022-08-02,2022,TV-MA,2 Seasons,Comedy,Korean,5.8,1.21
s7899,Movie,Sex Education (83),Director_268,"Actor_468, Actor_443, Actor_444",South Korea,2019-02-06,2019,R,156 min,Comedy,German,9.0,15.26
s7900,TV Show,You (83),Director_196,"Actor_108, Actor_96, Actor_359",United States,2022-06-18,2022,NR,1 Season,Thriller,English,8.6,4.08
s7901,Movie,Tiger King (83),Director_127,"Actor_405, Actor_40, Actor_64, Actor_50",United Kingdom,2020-02-20,2020,TV-14,116 min,Drama,English,6.5,13.22
s7902,TV Show,Making a Murderer (83),Director_261,"Actor_213, Actor_140, Actor_427, Actor_285",France,2022-03-18,2022,TV-MA,1 Season,Crime,English,7.5,0.72
s7903,TV Show,Conversations with a Killer (83),Director_267,"Actor_53, Actor_198, Actor_488, Actor_16, Actor_15",United States,2023-03-12,2023,TV-14,5 Seasons,Animation,French,8.2,6.92
s7904,Movie,Our Planet (83),Director_91,"Actor_449, Actor_331, Actor_205, Actor_381",Australia,2023-04-06,2023,TV-14,122 min,Reality,German,6.5,0.15
s7905,Movie,Blue Planet II (83),Director_125,"Actor_210, Actor_271, Actor_366, Actor_393, Actor_367",Brazil,2023-02-09,2023,PG-13,122 min,Thriller,Korean,7.1,1.18
s7906,TV Show,Abstract (83),Director_194,"Actor_299, Actor_499",South Korea,2018-05-23,2018,TV-MA,6 Seasons,Action,English,8.1,10.7
s7907,Movie,Chef's Table (83),Director_295,"Actor_460, Actor_402",Australia,2020-03-14,2020,PG,129 min,Crime,Italian,7.6,1.44
s7908,Movie,Formula 1: Drive to Survive (83),Director_3,"Actor_242, Actor_196, Actor_191, Actor_350",Mexico,2021-03-02,2021,NR,116 min,Documentary,German,9.1,7.51
s7909,Movie,Last Chance U (83),Director_196,"Actor_154, Actor_256",United States,2022-11-22,2022,TV-MA,122 min,Crime,English,5.7,24.97
s7910,TV Show,American Factory (83),Director_60,"Actor_87, Actor_105, Actor_29",Germany,2021-10-23,2021,PG,7 Seasons,Comedy,English,7.0,2.12
s7911,TV Show,Icarus (83),Director_76,"Actor_111, Actor_376",Spain,2019-03-01,2019,PG-13,6 Seasons,Reality,Hindi,9.3,0.87
s7912,TV Show,My Octopus Teacher (83),Director_220,"Actor_328, Actor_311, Actor_156, Actor_288, Actor_280",United Kingdom,2018-07-03,2018,R,4 Seasons,Drama,English,6.6,0.44
s7913,Movie,The Tinder Swindler (83),Director_76,"Actor_342, Actor_152, Actor_327, Actor_358",Japan,2020-06-11,2020,TV-MA,85 min,Action,German,8.4,4.8
s7914,Movie,Bird Box (83),Director_171,"Actor_486, Actor_204, Actor_491",France,2020-06-20,2020,G,100 min,Thriller,English,4.7,4.17
s7915,TV Show,Extraction (83),Director_250,"Actor_191, Actor_17, Actor_415, Actor_371",United States,2017-12-09,2017,R,7 Seasons,Reality,English,5.4,4.4
s7916,Movie,Red Notice (83),Director_214,"Actor_50, Actor_102, Actor_389, Actor_388, Actor_311",United States,2022-05-05,2022,TV-MA,61 min,Thriller,English,6.6,1.72
s7917,TV Show,The Gray Man (83),Director_218,"Actor_97, Actor_256, Actor_484, Actor_336",United States,2023-03-16,2023,R,7 Seasons,Action,English,6.2,3.04
s7918,Movie,Don't Look Up (83),Director_176,"Actor_300, Actor_312, Actor_90",Mexico,2018-10-13,2018,TV-MA,114 min,Documentary,Turkish,5.6,0.37
s7919,Movie,The Irishman (83),Director_137,"Actor_379, Actor_463, Actor_280, Actor_493",India,2023-02-08,2023,TV-MA,82 min,Action,Korean,6.1,3.11
s7920,TV Show,Marriage Story (83),Director_210,"Actor_302, Actor_1",United States,2017-02-11,2017,NR,5 Seasons,Comedy,Italian,5.9,4.3
s7921,TV Show,Roma (83),Director_291,"Actor_307, Actor_101, Actor_285, Actor_218, Actor_120",United States,2021-03-23,2021,PG-13,7 Seasons,Fantasy,English,6.6,8.47
s7922,TV Show,Mank (83),Director_266,"Actor_221, Actor_78, Actor_255, Actor_494, Actor_290",India,2016-04-20,2016,TV-14,7 Seasons,Action,Portuguese,5.2,1.3
s7923,TV Show,Power (83),Director_111,"Actor_9, Actor_384, Actor_33, Actor_55",Germany,2020-02-25,2020,TV-14,6 Seasons,Romance,Turkish,8.2,1.18
s7924,TV Show,Narcos: Mexico (83),Director_28,"Actor_48, Actor_199",Spain,2015-06-20,2015,R,1 Season,Crime,English,7.9,0.21
s7925,Movie,Ozark (83),Director_96,"Actor_114, Actor_349, Actor_15, Actor_383, Actor_183",United States,2022-09-14,2022,PG-13,87 min,Animation,English,8.2,0.51
s7926,TV Show,Elite (83),Director_150,"Actor_104, Actor_255",United Kingdom,2022-11-21,2022,R,2 Seasons,Documentary,Spanish,7.1,2.52
s7927,Movie,Money Heist: Korea (83),Director_59,"Actor_468, Actor_493",South Korea,2018-04-08,2018,TV-MA,134 min,Romance,English,5.6,5.33
s7928,Movie,All of Us Are Dead (83),Director_173,"Actor_453, Actor_438",Spain,2022-06-16,2022,PG,93 min,Fantasy,German,7.0,21.41
s7929,TV Show,Hellbound (83),Director_164,"Actor_80, Actor_431, Actor_238, Actor_360",Italy,2021-06-04,2021,R,7 Seasons,Sci-Fi,English,8.5,0.56
s7930,TV Show,Kingdom (83),Director_229,"Actor_36, Actor_306, Actor_465, Actor_365, Actor_388",United States,2021-11-04,2021,PG,4 Seasons,Fantasy,English,5.9,0.84
s7931,Movie,Sweet Home (83),Director_46,"Actor_249, Actor_204",South Korea,2017-10-24,2017,TV-14,113 min,Reality,Portuguese,7.4,1.01
s7932,TV Show,Hospital Playlist (83),Director_178,"Actor_323, Actor_305, Actor_403, Actor_434",United States,2022-06-26,2022,TV-MA,7 Seasons,Comedy,Hindi,9.4,9.73
s7933,Movie,Reply 1988 (83),Director_102,"Actor_464, Actor_53",United States,2016-03-05,2016,TV-MA,105 min,Crime,German,6.1,7.18
s7934,Movie,Signal (83),Director_292,"Actor_9, Actor_138, Actor_150, Actor_348, Actor_498",Spain,2022-10-10,2022,PG-13,119 min,Documentary,English,6.5,1.43
s7935,TV Show,My Mister (83),Director_193,"Actor_98, Actor_388, Actor_422",Norway,2020-11-14,2020,G,3 Seasons,Horror,Spanish,6.1,5.77
s7936,Movie,Crash Landing on You (83),Director_174,"Actor_412, Actor_410",France,2020-08-03,2020,TV-MA,133 min,Action,English,9.2,1.16
s7937,Movie,Lupin Part 2 (83),Director_225,"Actor_66, Actor_437",Australia,2022-10-24,2022,PG-13,95 min,Comedy,English,6.3,3.93
s7938,Movie,Call My Agent (83),Director_263,"Actor_203, Actor_313, Actor_434, Actor_288",Germany,2018-06-16,2018,NR,89 min,Documentary,Norwegian,6.8,0.8
s7939,TV Show,The Bureau (83),Director_219,"Actor_202, Actor_257",United States,2020-06-18,2020,TV-MA,2 Seasons,Comedy,French,3.7,0.3
s7940,TV Show,Marseille (83),Director_68,"Actor_318, Actor_79, Actor_23",United States,2016-12-03,2016,PG-13,3 Seasons,Action,Japanese,8.1,2.51
s7941,TV Show,Plan Coeur (83),Director_184,"Actor_160, Actor_190",United Kingdom,2022-01-24,2022,TV-14,5 Seasons,Fantasy,English,5.8,0.17
s7942,Movie,Mortel (83),Director_294,"Actor_395, Actor_323, Actor_293",United States,2019-07-09,2019,R,132 min,Reality,Spanish,6.1,1.26
s7943,Movie,Laetitia (83),Director_239,"Actor_244, Actor_424, Actor_38, Actor_100, Actor_409",Mexico,2022-06-22,2022,TV-MA,70 min,Action,Japanese,7.5,0.83
s7944,TV Show,Into the Night (83),Director_255,"Actor_434, Actor_176, Actor_172",India,2019-01-28,2019,TV-MA,4 Seasons,Sci-Fi,German,6.6,5.86
s7945,TV Show,Dix Pour Cent (83),Director_85,"Actor_252, Actor_302",United Kingdom,2019-03-15,2019,PG-13,1 Season,Animation,Spanish,8.4,2.34
s7946,Movie,Barbarians (83),Director_167,"Actor_94, Actor_10, Actor_167, Actor_298, Actor_15",India,2020-05-05,2020,TV-14,130 min,Animation,German,4.4,2.05
s7947,TV Show,How to Sell Drugs Online (83),Director_2,"Actor_38, Actor_249",United States,2022-08-03,2022,R,5 Seasons,Documentary,English,7.0,10.44
s7948,TV Show,Biohackers (83),Director_154,"Actor_308, Actor_274, Actor_329",Japan,2022-08-14,2022,TV-14,5 Seasons,Action,English,7.6,3.62
s7949,TV Show,Dark Desire (83),Director_97,"Actor_465, Actor_400, Actor_265",United States,2020-03-05,2020,NR,7 Seasons,Horror,English,7.0,0.28
s7950,TV Show,Who Killed Sara (83),Director_20,"Actor_276, Actor_94, Actor_426, Actor_215, Actor_454",Germany,2022-03-24,2022,TV-MA,2 Seasons,Action,Korean,5.6,17.98
s7951,Movie,Control Z (83),Director_78,"Actor_219, Actor_7, Actor_291, Actor_35",United Kingdom,2023-12-26,2023,TV-MA,129 min,Documentary,English,6.2,5.99
s7952,TV Show,Club de Cuervos (83),Director_30,"Actor_287, Actor_23, Actor_423, Actor_370, Actor_125",United Kingdom,2022-12-20,2022,PG,3 Seasons,Thriller,English,6.2,17.03
s7953,TV Show,Selena: The Series (83),Director_25,"Actor_157, Actor_4",Spain,2022-04-02,2022,TV-MA,7 Seasons,Action,Italian,8.9,1.49
s7954,Movie,The House of Flowers (83),Director_220,"Actor_73, Actor_495, Actor_78",Norway,2022-04-28,2022,TV-14,80 min,Reality,Italian,8.0,1.59
s7955,TV Show,Monarca (83),Director_149,"Actor_273, Actor_447, Actor_458, Actor_34",United States,2020-10-07,2020,TV-MA,2 Seasons,Crime,Italian,5.8,2.1
s7956,Movie,Holy Family (83),Director_81,"Actor_498, Actor_180, Actor_298, Actor_192, Actor_247",Spain,2017-08-28,2017,PG-13,103 min,Horror,English,6.6,6.61
s7957,TV Show,Toy Boy (83),Director_206,"Actor_3, Actor_355, Actor_375, Actor_7, Actor_178",United Kingdom,2019-07-10,2019,G,2 Seasons,Comedy,English,7.5,2.19
s7958,Movie,White Lines (83),Director_280,"Actor_219, Actor_178, Actor_161",France,2023-09-13,2023,PG-13,89 min,Romance,Spanish,7.3,2.11
s7959,Movie,Cable Girls (83),Director_44,"Actor_33, Actor_202",United States,2015-07-12,2015,TV-MA,77 min,Action,English,5.9,5.09
s7960,Movie,Alta Mar (83),Director_246,"Actor_427, Actor_450, Actor_425, Actor_356, Actor_323",South Korea,2021-07-09,2021,TV-MA,61 min,Fantasy,French,3.9,0.57
s7961,Movie,Valeria (83),Director_150,"Actor_69, Actor_317, Actor_4, Actor_212, Actor_95",Spain,2019-03-24,2019,TV-14,140 min,Thriller,French,8.2,0.06
s7962,Movie,La Casa de las Flores (83),Director_96,"Actor_479, Actor_309, Actor_35, Actor_39",United States,2020-01-03,2020,TV-MA,77 min,Comedy,Japanese,7.5,2.63
s7963,TV Show,Suburra (83),Director_246,"Actor_43, Actor_210, Actor_3, Actor_178",Spain,2020-02-16,2020,TV-14,7 Seasons,Sci-Fi,English,6.9,0.87
s7964,TV Show,Baby (83),Director_84,"Actor_184, Actor_81, Actor_111, Actor_217, Actor_155",United States,2016-01-17,2016,PG-13,7 Seasons,Action,Spanish,6.6,0.58
s7965,TV Show,Zero (83),Director_51,"Actor_86, Actor_11, Actor_225, Actor_305",United States,2019-09-20,2019,NR,1 Season,Animation,English,5.5,2.63
s7966,TV Show,Luna Nera (83),Director_280,"Actor_20, Actor_26",Australia,2019-12-05,2019,PG-13,6 Seasons,Comedy,Portuguese,6.4,0.17
s7967,Movie,Summertime (83),Director_291,"Actor_237, Actor_67, Actor_223, Actor_189",Spain,2021-12-28,2021,TV-14,71 min,Romance,Italian,5.1,1.45
s7968,TV Show,Club de Cuervos S2 (83),Director_134,"Actor_335, Actor_53, Actor_169, Actor_302",India,2022-10-25,2022,TV-MA,1 Season,Documentary,Turkish,7.9,0.39
s7969,Movie,The Protector (83),Director_78,"Actor_116, Actor_358, Actor_54, Actor_416, Actor_220",United States,2019-04-03,2019,PG-13,105 min,Animation,English,6.9,0.13
s7970,TV Show,Atiye (83),Director_281,"Actor_343, Actor_300",Australia,2018-05-20,2018,TV-MA,3 Seasons,Animation,Spanish,7.7,13.94
s7971,TV Show,Fatma (83),Director_26,"Actor_334, Actor_350",India,2017-01-16,2017,TV-MA,1 Season,Comedy,English,6.3,7.35
s7972,Movie,Ethos (83),Director_84,"Actor_93, Actor_77, Actor_105, Actor_384",United Kingdom,2018-05-11,2018,TV-MA,125 min,Sci-Fi,Spanish,7.8,0.71
s7973,Movie,Sisi (83),Director_131,"Actor_415, Actor_328, Actor_227, Actor_276",United States,2015-03-26,2015,TV-MA,100 min,Thriller,English,5.1,2.56
s7974,Movie,Barbarians S2 (83),Director_262,"Actor_223, Actor_131",South Korea,2017-05-12,2017,TV-MA,110 min,Fantasy,English,7.5,4.7
s7975,TV Show,Quicksand (83),Director_202,"Actor_22, Actor_105, Actor_349",United States,2022-08-22,2022,TV-14,2 Seasons,Fantasy,English,5.4,2.03
s7976,TV Show,Lilyhammer (83),Director_271,"Actor_312, Actor_477",Germany,2021-06-12,2021,TV-MA,1 Season,Comedy,Turkish,8.3,0.3
s7977,Movie,Norsemen (83),Director_180,"Actor_143, Actor_110, Actor_2, Actor_49, Actor_177",South Korea,2022-03-23,2022,PG-13,125 min,Romance,English,8.4,0.21
s7978,TV Show,Home for Christmas (83),Director_225,"Actor_290, Actor_165, Actor_164",United States,2019-09-14,2019,R,1 Season,Action,Japanese,6.6,0.95
s7979,TV Show,Ragnarok (83),Director_123,"Actor_312, Actor_428, Actor_479, Actor_127",Brazil,2022-08-10,2022,PG-13,4 Seasons,Fantasy,English,6.9,15.95
s7980,TV Show,Beforeigners (83),Director_207,"Actor_471, Actor_47, Actor_102, Actor_387",United States,2016-02-20,2016,TV-MA,5 Seasons,Action,English,7.3,14.15
s7981,Movie,Stranger Things (84),Director_278,"Actor_331, Actor_237, Actor_473",United States,2022-08-25,2022,PG-13,101 min,Fantasy,English,6.3,3.08
s7982,TV Show,Ozark (84),Director_243,"Actor_266, Actor_298, Actor_297, Actor_247",Spain,2022-11-18,2022,TV-MA,5 Seasons,Documentary,Norwegian,5.4,0.38
s7983,TV Show,The Crown (84),Director_37,"Actor_458, Actor_433, Actor_271, Actor_200",Spain,2018-04-03,2018,TV-MA,3 Seasons,Documentary,Japanese,7.2,0.22
s7984,TV Show,Bridgerton (84),Director_50,"Actor_264, Actor_176",Italy,2019-03-09,2019,TV-14,4 Seasons,Animation,French,6.2,10.01
s7985,TV Show,Squid Game (84),Director_7,"Actor_2, Actor_444, Actor_109",Australia,2022-07-12,2022,TV-MA,7 Seasons,Action,Spanish,7.2,31.05
s7986,Movie,Money Heist (84),Director_31,"Actor_440, Actor_282, Actor_132, Actor_257, Actor_87",United States,2018-10-26,2018,R,134 min,Comedy,French,8.7,0.02
s7987,TV Show,Dark (84),Director_125,"Actor_268, Actor_116, Actor_269, Actor_108",United States,2021-10-28,2021,TV-14,4 Seasons,Thriller,French,7.8,1.45
s7988,TV Show,Lupin (84),Director_274,"Actor_435, Actor_472",Spain,2021-04-17,2021,TV-14,2 Seasons,Comedy,Spanish,6.7,16.86
s7989,Movie,Emily in Paris (84),Director_272,"Actor_35, Actor_229, Actor_162, Actor_271",India,2022-05-16,2022,TV-14,112 min,Drama,English,6.0,0.46
s7990,TV Show,Narcos (84),Director_38,"Actor_352, Actor_330, Actor_209, Actor_226",Mexico,2019-07-20,2019,TV-14,5 Seasons,Action,Italian,5.1,3.58
s7991,Movie,Mindhunter (84),Director_253,"Actor_459, Actor_290, Actor_154, Actor_274",United States,2018-07-28,2018,PG,107 min,Action,English,6.3,1.0
s7992,TV Show,Witcher (84),Director_123,"Actor_67, Actor_381, Actor_442",Japan,2019-05-05,2019,R,2 Seasons,Comedy,English,6.2,1.4
s7993,Movie,Cobra Kai (84),Director_76,"Actor_76, Actor_108",United States,2022-08-16,2022,TV-14,95 min,Thriller,German,4.3,1.09
s7994,TV Show,Sex Education (84),Director_45,"Actor_384, Actor_46, Actor_115, Actor_395, Actor_266",United States,2018-12-25,2018,TV-MA,7 Seasons,Reality,English,7.3,15.86
s7995,TV Show,You (84),Director_172,"Actor_378, Actor_271",United States,2023-05-01,2023,R,2 Seasons,Drama,English,9.5,6.45
s7996,TV Show,Tiger King (84),Director_104,"Actor_42, Actor_263, Actor_154, Actor_295, Actor_99",India,2018-07-27,2018,TV-MA,6 Seasons,Reality,French,8.5,1.26
s7997,TV Show,Making a Murderer (84),Director_10,"Actor_221, Actor_133",India,2022-03-05,2022,TV-14,4 Seasons,Documentary,English,8.1,0.85
s7998,TV Show,Conversations with a Killer (84),Director_13,"Actor_239, Actor_443, Actor_337, Actor_445, Actor_415",Turkey,2022-12-14,2022,G,2 Seasons,Horror,Turkish,6.4,5.54
s7999,TV Show,Our Planet (84),Director_168,"Actor_182, Actor_446, Actor_109, Actor_68, Actor_400",United Kingdom,2023-01-13,2023,TV-MA,6 Seasons,Fantasy,English,6.9,0.41
s8000,TV Show,Blue Planet II (84),Director_103,"Actor_461, Actor_224, Actor_87, Actor_92",Spain,2017-01-14,2017,PG,2 Seasons,Action,Japanese,8.9,4.52
s8001,TV Show,Abstract (84),Director_172,"Actor_373, Actor_238",United States,2023-01-11,2023,PG,1 Season,Documentary,German,8.1,0.45
s8002,TV Show,Chef's Table (84),Director_121,"Actor_118, Actor_78, Actor_373",United Kingdom,2020-10-02,2020,TV-MA,3 Seasons,Fantasy,French,7.5,0.14
s8003,Movie,Formula 1: Drive to Survive (84),Director_22,"Actor_368, Actor_116",France,2021-06-06,2021,TV-MA,115 min,Drama,Italian,7.3,2.44
s8004,TV Show,Last Chance U (84),Director_257,"Actor_409, Actor_345, Actor_351, Actor_271, Actor_309",Brazil,2019-04-12,2019,TV-MA,6 Seasons,Animation,English,6.0,0.86
s8005,TV Show,American Factory (84),Director_291,"Actor_279, Actor_479",Germany,2023-08-25,2023,TV-MA,1 Season,Reality,English,6.6,2.96
s8006,TV Show,Icarus (84),Director_165,"Actor_416, Actor_477, Actor_41",Japan,2021-12-22,2021,TV-MA,7 Seasons,Animation,German,6.2,0.12
s8007,Movie,My Octopus Teacher (84),Director_77,"Actor_374, Actor_287, Actor_207, Actor_285",Brazil,2021-03-25,2021,R,66 min,Horror,Hindi,7.5,0.03
s8008,TV Show,The Tinder Swindler (84),Director_218,"Actor_12, Actor_77, Actor_32",Mexico,2020-05-23,2020,TV-14,4 Seasons,Thriller,Japanese,8.2,0.68
s8009,Movie,Bird Box (84),Director_140,"Actor_7, Actor_416, Actor_109",Mexico,2017-11-21,2017,TV-MA,121 min,Animation,Korean,7.3,3.97
s8010,Movie,Extraction (84),Director_277,"Actor_445, Actor_122",United Kingdom,2020-12-11,2020,R,140 min,Thriller,Turkish,5.0,2.06
s8011,TV Show,Red Notice (84),Director_280,"Actor_97, Actor_287, Actor_494, Actor_245",France,2021-10-13,2021,R,2 Seasons,Thriller,English,7.3,0.76
s8012,Movie,The Gray Man (84),Director_23,"Actor_110, Actor_67, Actor_334, Actor_450",Germany,2016-01-14,2016,PG,102 min,Fantasy,English,7.1,1.51
s8013,Movie,Don't Look Up (84),Director_223,"Actor_405, Actor_67",India,2018-10-07,2018,TV-MA,103 min,Romance,German,6.6,3.16
s8014,Movie,The Irishman (84),Director_150,"Actor_188, Actor_451, Actor_280, Actor_43, Actor_229",France,2021-04-25,2021,R,96 min,Romance,English,6.5,0.54
s8015,TV Show,Marriage Story (84),Director_265,"Actor_408, Actor_465, Actor_60, Actor_175, Actor_325",India,2023-01-24,2023,PG-13,6 Seasons,Action,English,5.7,0.92
s8016,Movie,Roma (84),Director_53,"Actor_72, Actor_191",South Korea,2017-05-08,2017,TV-14,74 min,Sci-Fi,English,6.6,0.21
s8017,Movie,Mank (84),Director_283,"Actor_28, Actor_338, Actor_402",Norway,2018-05-08,2018,TV-MA,125 min,Crime,English,7.2,4.57
s8018,TV Show,Power (84),Director_161,"Actor_129, Actor_102",Italy,2020-02-24,2020,TV-MA,2 Seasons,Documentary,German,8.2,3.85
s8019,TV Show,Narcos: Mexico (84),Director_133,"Actor_133, Actor_19",United States,2018-09-20,2018,TV-MA,4 Seasons,Reality,Turkish,8.2,1.85
s8020,TV Show,Ozark (84),Director_89,"Actor_93, Actor_80, Actor_284, Actor_339, Actor_498",Australia,2020-03-05,2020,TV-14,1 Season,Fantasy,German,7.3,0.64
s8021,TV Show,Elite (84),Director_37,"Actor_449, Actor_470, Actor_36, Actor_498, Actor_107",Germany,2017-02-14,2017,R,7 Seasons,Documentary,Spanish,8.7,4.1
s8022,Movie,Money Heist: Korea (84),Director_121,"Actor_98, Actor_418, Actor_131, Actor_286",United States,2020-11-25,2020,TV-MA,137 min,Fantasy,Turkish,7.2,0.08
s8023,TV Show,All of Us Are Dead (84),Director_128,"Actor_25, Actor_438, Actor_246",South Korea,2020-02-07,2020,TV-14,5 Seasons,Thriller,English,7.5,13.75
s8024,Movie,Hellbound (84),Director_123,"Actor_407, Actor_188",India,2021-04-15,2021,TV-MA,103 min,Crime,French,6.9,3.13
s8025,Movie,Kingdom (84),Director_235,"Actor_190, Actor_487, Actor_460",United Kingdom,2017-09-09,2017,R,100 min,Sci-Fi,English,5.4,0.08
s8026,Movie,Sweet Home (84),Director_296,"Actor_300, Actor_189",South Korea,2019-05-11,2019,R,82 min,Sci-Fi,Korean,7.0,0.2
s8027,TV Show,Hospital Playlist (84),Director_247,"Actor_482, Actor_264",South Korea,2022-06-15,2022,TV-14,4 Seasons,Animation,French,7.3,2.11
s8028,Movie,Reply 1988 (84),Director_98,"Actor_188, Actor_361, Actor_275",United Kingdom,2017-07-04,2017,R,117 min,Crime,Korean,7.7,17.47
s8029,TV Show,Signal (84),Director_266,"Actor_206, Actor_351, Actor_127, Actor_488",United States,2020-07-10,2020,TV-MA,5 Seasons,Drama,English,8.8,0.04
s8030,TV Show,My Mister (84),Director_207,"Actor_430, Actor_66, Actor_68, Actor_204",Germany,2022-04-13,2022,TV-MA,6 Seasons,Horror,English,6.3,7.49
s8031,TV Show,Crash Landing on You (84),Director_113,"Actor_88, Actor_8",United States,2016-08-06,2016,PG,3 Seasons,Romance,Hindi,7.6,4.12
s8032,TV Show,Lupin Part 2 (84),Director_242,"Actor_320, Actor_87, Actor_52",United States,2022-05-17,2022,TV-MA,2 Seasons,Action,English,5.6,0.82
s8033,Movie,Call My Agent (84),Director_81,"Actor_492, Actor_459, Actor_277",France,2020-07-03,2020,TV-MA,103 min,Animation,Korean,7.9,2.01
s8034,TV Show,The Bureau (84),Director_242,"Actor_117, Actor_172",Spain,2018-01-11,2018,TV-14,2 Seasons,Comedy,English,6.0,1.05
s8035,Movie,Marseille (84),Director_267,"Actor_298, Actor_482, Actor_155, Actor_64, Actor_412",Spain,2019-03-26,2019,TV-MA,158 min,Sci-Fi,English,6.6,1.84
s8036,Movie,Plan Coeur (84),Director_201,"Actor_184, Actor_12, Actor_448, Actor_405",United States,2019-10-04,2019,TV-MA,126 min,Horror,Spanish,6.5,7.31
s8037,Movie,Mortel (84),Director_245,"Actor_338, Actor_216, Actor_190, Actor_152, Actor_99",Japan,2020-08-20,2020,PG-13,69 min,Romance,French,6.4,7.68
s8038,TV Show,Laetitia (84),Director_178,"Actor_453, Actor_69, Actor_173",Brazil,2021-03-18,2021,PG-13,6 Seasons,Thriller,Hindi,7.5,7.11
s8039,Movie,Into the Night (84),Director_237,"Actor_492, Actor_338",United States,2019-11-18,2019,TV-14,106 min,Horror,English,6.2,0.37
s8040,TV Show,Dix Pour Cent (84),Director_229,"Actor_63, Actor_269, Actor_102",United States,2020-09-11,2020,R,5 Seasons,Romance,Japanese,6.5,3.56
s8041,TV Show,Barbarians (84),Director_73,"Actor_340, Actor_228, Actor_383",United States,2020-03-03,2020,TV-MA,2 Seasons,Animation,English,7.3,0.95
s8042,TV Show,How to Sell Drugs Online (84),Director_143,"Actor_416, Actor_26, Actor_218, Actor_154, Actor_368",United States,2018-08-04,2018,TV-14,1 Season,Action,English,4.6,11.34
s8043,TV Show,Biohackers (84),Director_131,"Actor_59, Actor_69, Actor_189, Actor_473, Actor_180",Spain,2015-11-25,2015,TV-MA,2 Seasons,Documentary,English,8.5,0.03
